poi_id,place,area,lat,lng,menu,address,phone,hours,closed_days,parking
188646|429027,숙이네집,광주,35.1214591,126.8623692,"제주산 급랭 삼겹살, 해남김치찌개, 해장파스타, 바지락술찜",광주 서구 풍금로3번길 4-11,062-653-9600,11:30/17:00 - 24:00,공휴일,없음
188650|429031,순돌이네,광주,,,"막창, 삼겹살",광주 북구 대천로 137,0507-1464-6503,16:00 - 02:00,없음,없음
188651|429032,순돌이수산 활어직판장,광주,,,"우럭+숭어, 우럭+광어, 우럭회, 광어회",광주 서구 내방로 268,062-384-0095,15:00~03:00,,있음
188652|429033,순돌이 회 수산 수완점,광주,,,"농어(스끼포함)(2인분), 순돌이 물회(스끼포함)(2 인분), 참돔, 감성돔",광주 광산구 사암로390번길 21,062-449-2229,,,없음
188653,순돌이회포차,광주,,,"우럭, 광어",광주 광산구 첨단중앙로106번길 37 나동 1층,062-974-9749,16:00 - 00:50,없음,없음
188656,순살만공격 광주남구점,광주,,,"치파포 세트 V5 MEGA, 바네요 세트 V2.0(바베큐 네가지 맛)",광주 남구 봉선중길 24 1층,0507-1377-1888,11:00/13:00 - 24:00/00:30,없음,없음
188657,순살만공격 광주일곡동,광주,,,"치파포 얼티밋, 치파포 세트 V3",광주 북구 양일로305번길 26,062-575-1977,,,있음
188658,순살만공격 전남대점,광주,,,"치파포 세트 V3, 치파포 세트 V5",광주 북구 서방로 34 1층,062-523-8292,15:00 - 01:50,없음,없음
188660,순살만공격 광주우산점,광주,,,양념치킨,광주 광산구 사암로 211 101호,062-955-3170,11:00 - 01:00,없음,없음
188661,순살만공격 산수점,광주,,,"치파포 얼티밋, 순살만 송송파닭 치킨",광주 동구 동계로 38 상가 123-1호,062-457-0595,11:00/15:00 - 01:00,,없음
188662,순살만공격 서광주점,광주,,,후라이드치킨,광주 서구 월드컵4강로 144 다온빌딩 104호,062-373-7727,12:00 - 03:00,없음,없음
188663,순살만공격 수완점,광주,,,후라이드치킨,광주 광산구 수완로52번길 36-4 (수완동),062-955-1532,15:30 - 01:30,없음,없음
188664,순살만공격 첨단점,광주,,,"치파포 세트 V5 MEGA, 닭다리 순살만 치폴라 반.반 치킨",광주 광산구 첨단중앙로68번길 134 상가2동 1층 110호,062-971-7319,12:30 - 24:00,없음,없음
188668,순수치킨 광주오치점,광주,,,"고마양념치킨, 후반양반치킨",광주 북구 서하로 325-1,062-252-3393,11:20 - 22:30,없음,없음
188670|429049,순수치킨 광주일곡점,광주,,,"양념치킨, 고마양념치킨, 순수 후라이드치킨",광주 북구 설죽로 517,062-573-5090,12:00 - 22:30,없음,없음
188671,순수치킨 광주 화정점,광주,,,"양반양반-콤보, 후반양반-콤보",광주 서구 화운로 173 1층(화정동),062-381-9289,12:00/14:00 - 24:00,없음,없음
188672|429051,순순이회포차,광주,35.149473299722,126.85721409972,"광어 소, 우럭 소, 광어회, 우럭회",광주 서구 상무대로868번길 7,062-372-2817,,,없음
188673|429052,순심이네식육식당,광주,,,"삼겹살, 가브리살, 목살",광주 광산구 월계로130번길 13,062-971-5239,,,없음
188674|429053,순우리감자탕,광주,,,"뼈다귀전골, 뼈다귀해장국",광주 광산구 선운로 3-1,062-945-1266,10:00 - 22:00,없음,있음
188675,순우리감자탕,광주,,,"뼈다귀해장국, 차돌우거지해장국",광주 광산구 첨단내촌로70번길 108,062-971-1266,08:00 - 24:00,없음,없음
188677|429056,순이네회무침전문점,광주,,,회무침,광주 서구 월드컵4강로71번길 4-1,062-371-3801,,,없음
188678|429057,순이네 가마솥 추어탕,광주,,,"추어탕, 다슬기 추어탕",광주 서구 시청로 67,062-954-0181,10:00 - 22:00,없음,있음
188679|429058,순이네백반,광주,,,백반,광주 북구 천지인로 77,062-265-1237,05:00 - 22:00,없음,있음
188683|429055|429062,순이네아구찜,광주,35.180681972222,126.80966497222,"아구찜(소), 해물찜(중), 아구찜, 해물찜",광주 광산구 풍영로101번안길 19-7,062-959-3929,11:30 - 22:30,없음,있음
188684,순이네족발,광주,,,"왕족, 냉채족",광주 북구 송월로40번길 52 1층,0507-1406-8011,16:00 - 23:00,매주 일요일,없음
188686|429065,순이생각,광주,,,"흑미오겹살, 항정살, 가브리살",광주 북구 하서로339번길 7,062-571-6655,,,없음
188687|429066,순이소주방전집,광주,,,"파전, 조기찌개, 도토리묵",광주 서구 화정로 274,062-352-4600,,,없음
188689|429068,순임이네죽집,광주,,,"단호박죽, 동지팥죽, 녹두죽, 흑임자죽",광주 광산구 용아로 230,062-955-8440,10:00 - 20:00,매주 일요일,없음
188690|429069|879652,순자네국밥,광주,35.0973646853358,126.87983155533,"모둠국밥, 뼈다귀해장국",광주 남구 도동길 16,062-676-2157,10:00 - 21:30,첫째 셋째 다섯째 일요일,없음
188691|429070,순자맘대포,광주,,,"한상차림, 생고기낙지탕탕이, 해물라면",광주 광산구 장덕로49번길 9,062-955-7365,,,없음
188694|429073,순종아구랑동태찜,광주,,,"아구찜, 해물찜",광주 북구 청계로 57,062-514-8990,,,있음
188696,순창골갈비사랑,광주,,,"숯불돼지갈비, 갈비찜",광주 북구 용주로8번길 43 1층,0507-1365-1226,00:00 - 24:00,없음,없음
188698|429077,순창 민물매운탕,광주,,,"삼합탕 (메기+빠가+참게), 메기탕, 빠가탕",광주 광산구 송정로30번길 19,062-944-7002,10:00 - 21:00,없음,없음
188700,순천만아구찜,광주,,,"아구찜 (小), 전복아구찜 (小)",광주 광산구 풍영로101번안길 15-8 1층,0507-1468-9293,10:00 - 22:00,둘째 일요일,없음
188703|429082,순천 황소곱창,광주,,,"한우양념대창, 모듬세트(한우곱창, 막창, 대창, 염통, 홍창), 한우곱창",광주 북구 대천로 124-4,0507-1323-0208,17:00 - 22:30/23:00,매주 일요일,없음
188704,순탄고기 본점,광주,,,삼겹살,광주 서구 상무자유로 137-10 1층 순탄고기,0507-1387-1983,16:00 - 01:00,없음,있음
188706,지리산순한한우 한우프라자,광주,,,"명품꽃등심, 명품갈비살",광주 북구 빛고을대로 771 지리산순한한우 한우프라자,0507-1342-4492,11:30 - 21:30,없음,있음
188708|429087,순희네반찬&백반,광주,,,"물냉면, 냉면, 백반",광주 서구 내방로230번길 4,062-372-1192,11:00 - 19:00,매주 일요일,없음
188711|429090,숟가락 젓가락,광주,,,"울엄마표 집밥 도시락, 울엄마표 굴떡국, 콩나물밥, 떡볶이",광주 서구 시청로96번길 12,062-376-0911,,,없음
188713,오비맥주광주지점,광주,,,"마른안주, 계절과일",광주 북구 일곡동 685-10,062-570-1172,,,없음
188716,술고래,광주,,,"참돔 유비끼 소, 참돔 유비끼 중",광주 서구 금화로73번길 18-8 1층  술고래,062-372-0056,16:30 - 24:00,없음,없음
188717|188718|429096|429097,술고래가맥,광주,,,"옛날통닭, 똥집후라이드, 황태, 육포",광주 북구 호동로 62-1,062-266-6292,17:00-02:00,없음,없음
188721,술꾼,광주,,,"옛날통닭, 모듬튀김",광주 광산구 수등로243번길 20-23 술꾼,0507-1372-0317,18:00 - 05:00,없음,없음
188722|429101,술꾼,광주,,,"철판돼지불고기, 쭈삼불고기, 오돌뼈주먹밥",광주 남구 서문대로749번길 6,010-7433-3574,17:30 - 05:00,없음,없음
188725,술다방,광주,,,"아롱사태수육, 매운크림파스타",광주 북구 설죽로 496-5 1층 103호,0507-1326-0852,18:00 - 04:00,없음,있음
188726|429105,술독 광주점,광주,,,"돈까스, 마른안주, 포테이토피자, 모듬롤세트",광주 남구 대남대로340번길 2,062-363-4483,,,없음
188727|429106,술동이,광주,,,"파전, 막걸리",광주 광산구 첨단내촌로 45,062-974-3395,,,없음
188728|429107,술돼지,광주,,,"이베리코꽃목살, 이베리코늑간살, 삼겹살",광주 북구 용봉로 88,062-511-9295,17:00 - 02:00,없음,있음
188730,술땡기는밤,광주,,,"치킨, 새우깐풍기",광주 광산구 목련로153번안길 45 술땡기는밤,062-453-4821,,매주 일요일,없음
188732,술로우,광주,,,"스키야끼, 탄탄멘",광주 광산구 장신로 183 1층,010-3039-1570,17:00 - 03:00/05:00,없음,없음
188735|429114,술마을,광주,,,"마른안주, 치킨, 맥주",광주 북구 밤실로 201,062-223-0442,,,없음
188736|429115,술만나는부엌,광주,,,"한우안심찹스테이크, 치즈불닭, 후라이드치킨",광주 광산구 송정로 30-2,062-941-7071,17:00 - 01:00/02:00,매주 일요일,없음
188737|429116|599120,술방울,광주,,,"마른안주, 아메리카노, 카페라떼, 식혜",광주 남구 군분로 40-1,062-114-5014,,,없음
188740|429119,술술,광주,,,"닭볶음탕, 묵은지고등어찜, 청국장, 김치찌개",광주 동구 화산로 356,062-234-7474,10:00-22:00,없음,없음
188742,술술양꼬치,광주,,,"양꼬치, 고급양갈비",광주 광산구 월계로118번길 10 술술양꼬치,0507-1330-4826,17:00 - 24:00,없음,없음
188745|429124,술애화신,광주,,,"골뱅이무침, 오뎅, 오뎅탕",광주 서구 풍암신암로 30,062-676-5118,,,없음
188746|429125,술애화신,광주,35.180627,126.81122497222,"홍어회, 두부김치, 삼합, 수육",광주 광산구 풍영로101번안길 1-4,062-962-7628,"삼합, 수육",,있음
188747|429126,술을부르는고깃집,광주,,,"양념갈비(230g), 마늘갈비(200g), 생돼지갈비, 황제 소갈비살, 양념갈비, 마늘갈비",광주 서구 화운로23번길 8-8,0507-1317-9279,16:30 - 23:00/24:00,없음,있음
188748,술을품은달,광주,,,"제육볶음, 오뎅",광주 북구 서강로54번길 20 술을품은달,062-521-9992,17:00 - 01:00/02:00,없음,없음
188750|429129,술이랑밥이랑,광주,,,"계란말이, 부침개, 머리고기",광주 광산구 남동길 10,062-941-0311,09:30 - 21:00,없음,없음
188751|429130,술이랑밥이랑먹고가자,광주,,,"병어조림, 갈치조림, 옻닭, 조기조림",광주 남구 봉선2로19번길 13,062-654-8016,,,없음
188752|429131,술이빛나는밤,광주,,,"마른안주, 감자튀김, 맥주",광주 서구 상일로 18,062-383-6547,,,없음
188754,술이야 광주신용동,광주,,,"해물누룽지탕, 열빙어구이",광주 북구 첨단연신로107번길 5-12,0507-1323-0944,18:00 - 02:00,없음,있음
188756,술이야,광주,,,"명태조림, 나가사끼짬뽕",광주 광산구 풍영로 83 1층 108호,0507-1411-5581,17:00 - 02:00,없음,없음
188762|429139,술잔비어,광주,,,"감자튀김, 골뱅이소면",광주 광산구 수등로 261-5,062-955-7271,,,없음
188765|429142,삼거리주점,광주,,,"홍어삼합, 홍어회",광주 광산구 비아로12번길 9,062-953-1235,,,없음
188766|422817,돈워리,광주,,,"부채살큐브스테이크, 돈워리치즈플레이트",광주 북구 호동로43번길 16 1층 돈워리,0507-1418-3663,17:00 - 01:00,매주 월요일,없음
188768,술집다온,광주,,,"한우스지탕, 우삼겹숙주볶음",광주 북구 호동로 10-9 술집다온,0507-1317-4587,18:00 - 03:00/04:00,매주 일요일,있음
188770|429147,술짝,광주,,,"계란말이, 마른안주, 골뱅이무침, 치즈 계란말이",광주 서구 화운로 98,062-352-7555,,,없음
188773,술창고,광주,,,먹태,광주 광산구 장덕로95번길 16 숲안애2차상가 207동 111호,062-531-6615,16:00 - 01:00,없음,없음
188774,술처럼,광주,,,무뼈닭발,광주 서구 화개중앙로87번길 16-4,0507-1321-9584,,,없음
188775|429151,술취한금붕어,광주,,,"마른안주, 맥주",광주 북구 운용로95번길 25-8,062-515-3354,,,없음
188776|429152,술취한돼지,광주,,,"삼겹살, 애호박찌개, 갈매기살",광주 광산구 목련로153번안길 35,062-456-3367,16:00 - 24:00,"첫째, 셋째 화요일",없음
188777|429153,술친구,광주,,,"마른안주, 모듬과일, 맥주",광주 광산구 월곡산정로 9,062-951-7976,,,없음
188780|429156,술통,광주,,,"마른안주, 치킨, 맥주",광주 남구 봉선1로 42,062-361-3535,,,없음
188781,술통,광주,,,"계란말이, 조개탕",광주 광산구 목련로219번길 137 1층 술통,062-956-6416,,,없음
188783|429159,술한잔고기한점 일곡점,광주,,,"어중살, 삼겹살, 생삼겹살, 오돌뼈",광주 북구 송해로 74-9,062-574-7425,17:00 - 24:00,매주 일요일,없음
188788|429164,숨겨진섬,광주,,,맥주,광주 북구 운용로95번길 25-14,062-514-0441,,,없음
188789,숨인카페,광주,,,"나혼자 팥빙수, 나혼자 과일빙수",광주 북구 일곡마을로 161 1층,0507-1423-2323,10:00 - 22:00,없음,없음
188790,숨터커피,광주,,,"아메리카노, 카페라떼",광주 북구 양일로343번길 36 숨터커피,0507-1397-1238,12:00 - 18:00/21:00,없음,없음
188791,숭례문중화요리,광주,,,"짜장면, 짬뽕",광주 서구 내방로161번길 13 1층 숭례문 중화요리,062-352-0009,11:00 - 20:00,없음,없음
188792|429168,숯가락,광주,,,"삼겹살, 목살, 항정살",광주 북구 밤실로167번길 1,070-4791-3269,17:00 - 01:30,"둘째, 넷째 일요일",없음
188794,숯과닭발 동천점,광주,,,"마늘돼지, 닭똥집",광주 서구 천변우하로 381-1 동천마을3단지,062-513-1580,17:00 - 24:00,매주 일요일,있음
188795|429171,숯과닭발 구시청점,광주,,,"마늘돼지, 간장오돌뼈, 빨간돼지",광주 동구 문화전당로35번길 34,062-223-9253,17:30 - 02:00,없음,없음
188796,숯과닭발 상무점,광주,,,"무뼈닭발세트(2인), 무뼈닭발+마늘돼지세트(2인)",광주 서구 상무시민로 96 1층,062-361-8822,10:00 - 24:00,없음,없음
188797|429173,숯과닭발 용봉점,광주,,,"마늘돼지, 닭발",광주 북구 용봉택지로 91,062-527-1588,17:30 - 02:00,없음,없음
188798|429174|961629,숯과닭발운남점,광주,35.144893638889,126.91582488889,"마늘돼지, 오돌뼈, 닭똥집, 숯과닭발",광주 광산구 목련로273번길 87,062-951-0309,15:00 - 24:00,매주 일요일,없음
188799|429175,숯과닭발첨단점,광주,,,"마늘돼지, 빨간돼지, 가브리살",광주 광산구 첨단내촌로70번길 64,062-972-4292,,,없음
188800|429176,숯과닭발월곡점,광주,,,"마늘돼지, 오돌뼈, 가브리살",광주 광산구 월곡중앙로 54,062-953-7898,,,없음
188801|429177,숯과닭발장덕점,광주,,,"숯과닭발, 마늘돼지, 가브리살",광주 광산구 장신로19번안길 23-4,062-525-5274,16:00 - 01:00,매주 일요일,있음
188802|429178,숯과닭발진월점,광주,,,"무뼈닭발세트(2인 set), 무뼈닭발세트(닭발 1인분 추가), 무뼈닭발, 가브리살",광주 남구 광복마을3길 12-2,062-672-3382,,,없음
188803|429179|879653|880075,숯과닭발 염주점,광주,35.1421536,126.873429,"마늘돼지, 닭발, 생삼겹살",광주 서구 염화로83번길 8-1,062-376-3330,,,없음
188806|429182|880076,숯과닭발 화정점,광주,35.1440758,126.8860303,"마늘돼지, 오돌뼈, 닭발모듬, 빨간돼지불고기",광주 서구 금화로383번길 30,062-352-9295,16:00 - 23:00,매주 일요일,있음
188807|429183,숯과돼지한마리,광주,,,"벌집생삼겹, 목살소금구이, 항정살, 가브리살",광주 북구 대자로 82,062-512-9252,,,없음
188808,숯돈,광주,,,"항정살, 갈매기살",광주 북구 우치로 17 숯돈,062-522-3819,16:00 - 02:00,"둘째, 넷째 일요일",없음
188809|429185,숯돼지,광주,,,"삼겹살(170g), 목살(170g), 목살, 항정살",광주 서구 풍암2로53번길 6-1,062-654-8580,17:00 - 21:00,없음,없음
188811|429187,숯불갈비차담,광주,,,"돼지숯불생갈비, 대패삼겹살, 목살",광주 북구 송월로30번길 1,062-268-9966,,,없음
188812,숯불고깃간,광주,,,"갈매기살, 돼지갈비",광주 광산구 첨단중앙로152번길 58 1층 숯불고깃간,062-971-9285,16:00 - 23:30,없음,없음
188815,숯불에구이구이,광주,,,"갈매기살, 껍데기",광주 북구 대자로 48-2 1층 숯불에구이구이,062-513-9290,17:00 - 24:00,,있음
188816|429192,숯불위에돼지,광주,,,"이베리코목살, 이베리코황제살, 생삼겹살",광주 북구 중가로 56-1,0507-1318-2531,16:30 - 24:00,"첫째, 셋째 일요일",있음
188817|429193,숯불잔치,광주,,,"붕장어소금구이 소, 통장어탕, 양념오돌뼈",광주 광산구 월계로118번길 9,062-971-4950,17:00 - 24:00,첫째 셋째 일요일,없음
188818,숯불집,광주,,,"참숯구이 정식, 참숯구이 스페셜",광주 북구 양일로 66 숯불집,0507-1303-0963,16:00 - 24:00,둘째 넷째 월요일,있음
188819,숯불철학 굽당,광주,,,"꽃목살, 오돌뼈(180g)",광주 광산구 첨단중앙로152번길 17-13 1층,0507-1413-9233,17:00 - 24:00,없음,있음
188821|429197,숯양두마리치킨,광주,,,"숯불양념구이, 辛매운숯불소금구이, 숯불소금구이, 간장치킨",광주 서구 쌍촌로 26,0504-0999-1548,17:00 - 04:00,둘째 넷째 수요일,없음
188823,숯양두마리치킨 하남점,광주,,,"숯불양념구이, 辛 숯불소금구이(매운맛)",광주 광산구 월곡중앙로14번길 22 1층,062-951-7148,,,없음
188824|429200,숯양두마리치킨 풍암점,광주,,,"숯불양념구이, 辛 숯불소금구이(매운맛), 간장치킨, 숯불소금구이",광주 서구 풍암2로57번길 21,0507-1436-9875,16:00 - 02:00,없음,없음
188826,숯양두마리치킨 송정점,광주,,,"숯불양념구이, 숯불소금구이",광주 광산구 소촌로86번길 20-17 109동 1층 102호,062-941-8979,,,있음
188827,숯양두마리치킨운암점,광주,,,"숯불양념구이, 숯불소금구이",광주 북구 서강로 61 1층,062-515-9582,,,없음
188829,숯양두마리치킨 첨단점,광주,,,"숯불소금구이, 숯불양념구이",광주 광산구 첨단중앙로181번길 6 상가동 103호,062-972-9921,,,없음
188836,쉐이커,광주,,,칵테일,광주 서구 상무번영로 50 2층 쉐이커,062-371-0085,19:00 - 03:00,없음,없음
188837|429212,쉐프공방,광주,,,"해산물 토마토 파스타, 까르보나라, 해산물 크림 파스타",광주 북구 우치로 96,0507-1348-8786,11:00 - 21:00,매주 일요일,없음
188838|429213,쉐프의부대찌개 광주첨단2지구점,광주,,,"쉐프의 부대찌개, 김치 부대찌개, 뚝배기 부대찌개, 쉐프 돈가스",광주 북구 첨단연신로108번길 31-17,062-573-0053,11:00 - 22:00,없음,있음
188839,쉐프의초밥,광주,,,"활어초밥, 장어초밥",광주 서구 무진대로 904 유스퀘어,062-369-9500,11:00 - 22:00,없음,있음
188840,쉐프정,광주,,,"한치 물회, 석갈비(중",광주 남구 봉선1로47번길 2 쉐프정,0507-1458-0186,,,있음
188841,라마다플라자광주호텔 쉥카이중식당,광주,,,짜장면,광주 서구 상무자유로 149 3층,062-717-7730,11:30 - 22:00,없음,없음
188842|429217,쉬어가는집,광주,,,"생삼겹 600g, 오리구이, 토끼탕, 오리주물럭",광주 광산구 신동산길 361,0507-1417-9232,11:30 - 21:00,매주 일요일,있음
188847|429222,쉼터가즈아,광주,,,"아메리카노, 카페라떼",광주 북구 서하로 182,062-385-3181,,,없음
188851,카페 쉼표,광주,,,"햄치즈토스트, 구움과자세트",광주 북구 당뫼로 39 중흥도서관1층,062-369-8000,08:30 - 20:00,첫째 셋째 월요일,있음
188852,쉼표카페,광주,,,"아메리카노, 카페 라떼",광주 북구 금남로115번길 7 1층,0507-1327-2045,,,없음
188855|429229,슈네케,광주,,,"에스프레소, 아메리카노, 카페라떼, 카푸치노",광주 남구 광복마을4길 11,010-3772-7705,10:00 - 23:00,없음,없음
188856,슈네케 하남점,광주,,,"쑥라떼, 슈네망고",광주 광산구 마항길 46 1층,0507-1346-1121,11:00 - 22:00,매주 일요일,없음
188857,슈릴리 광주용산동,광주,,,"아메리카노, 카페라떼",광주 동구 용산3길 10 1층,062-710-7550,10:30 - 20:30,없음,없음
188858|429231,카페 슈바빙,광주,,,"에스프레소, 아메리카노, 카푸치노",광주 광산구 왕버들로289번길 29,062-953-8089,11:00 - 22:00,첫째 셋째 일요일,있음
188859,슈바빙,광주,,,"커피, 카페 라떼",광주 동구 준법로25번길 16 카페슈바빙,0507-1485-2227,08:00 - 19:00,없음,없음
188861|429234,슈에뜨,광주,,,"카페라테, 아메리카노, 에스프레소, 카푸치노",광주 남구 효사랑길 7,0507-1323-3020,09:30 - 23:00,없음,없음
188865,슈퍼몽테마파크광주점 광주장덕동,광주,,,"떡볶이, 핫도그",광주 광산구 장신로 85 수영빌딩 10층,062-952-9110,11:00 - 19:30,없음,있음
188866,슈퍼문 광주치평동,광주,,,"슈퍼문닭볶음탕, 슈오삼볶음(JMT)",광주 서구 시청로 27 109호,010-6859-0329,18:00 - 03:00,없음,없음
188867,슈퍼밀,광주,,,"Roasted chicken(닭가슴살구이 샐러드), Salmon steak(연어스테이크 샐러드)",광주 동구 무등로 327 1층,070-4617-3003,11:00 - 20:00,없음,없음
188869|429240,슌,광주,,,"랍스터 특선 사시미, 간장새우, 모듬초밥",광주 서구 금화로73번길 6-7,0507-1321-0717,17:30 - 03:00,없음,없음
188871|429242,스마일김서방네,광주,,,"떡볶이, 제육볶음, 부대찌개",광주 북구 천변우로257번길 20,062-529-9555,,,없음
188874|429245,스마일분식,광주,,,"떡볶이, 오징어 튀김",광주 북구 군왕로141번길 26,062-522-6587,,,없음
188876|429247,스마일커피,광주,,,"커피, 카페라떼, 아메리카노",광주 북구 하서로 429,010-9114-8256,,,없음
188877,스마일포차,광주,,,"촉촉노가리, 오뎅탕",광주 북구 반룡로 34 용봉동 호반아파트,0507-1379-9316,,,없음
188879|516308|962178,요거트월드 광주북구점,광주,35.1777065073635,126.902807413023,"아이스 아메리카노, 샌드위치, 블루베리그릭요거트, 2인요거트",광주 북구 설죽로214번길 94 1층,0507-1472-3540,12:00 - 23:50,없음,없음
188881,스모프치킨 광주산수동,광주,,,"(뼈) 겉바속촉_후라이드, (뼈) 믿고먹는_양념치킨",광주 동구 무등로 530,062-233-8295,17:00 - 24:00,매주 일요일,없음
188883,스시다이닝준 롯데백화점광주점,광주,,,"성인(평일/주말), 무모한도전초밥도시락 30피스",광주 동구 독립로 268 롯데백화점 광주점,062-221-1088,11:30 - 20:00/20:30,없음,있음
188885,스시도감,광주,,,"튀김우동, 초밥 세트",광주 서구 치평로 106 1층,0507-1399-8913,11:00 - 22:00,없음,없음
188886,스시랑,광주,,,"주말, 디너",광주 광산구 장신로82번길 16 3층,0507-1423-6862,11:30 - 22:00,없음,있음
188887,스시리움,광주,,,"리움냉모밀, 초밥세트","광주 남구 임암길 181 1층 101, 102호",062-674-0108,11:30 - 22:00,없음,있음
188888|429258,스시만,광주,,,"세트(10p), 특선(10p), 연어회, 초밥",광주 남구 백운로 49,062-224-5083,17:00 - 01:00,매주 일요일,없음
188889|429259,스시빈,광주,,,"참치초밥, 연어초밥, 모듬초밥, 육회",광주 광산구 수완로 14,0507-1399-7785,11:00 - 22:00,없음,있음
188890|429260,스시상,광주,,,"런치 오마카세(1인), 디너 오마카세 B코스(1인), 런치 오마카세, 디너 오마카세",광주 동구 문화전당로26번길 18,0507-1483-1345,12:00 - 22:00,매주 월요일,있음
188891|429261,스시신조,광주,,,"참치초밥, 초밥, 회",광주 남구 제석로 121-1,062-652-2242,,,없음
188892,스시아토,광주,,,"스시, 사시미 2인",광주 광산구 수완로52번길 1-14 1층 아토,070-7755-5458,17:00 - 24:00,매주 일요일,없음
188896|429266|617403,불문주야,광주,35.149295299722,126.9231082,"코메루 스페셜 스시 (10p), 코메루 오늘의 스시 (12p), 항정불패, 닭살스테이크, 닭살 스테이크",광주 동구 장동로 5-5,0507-1462-1788,11:30 - 22:00,매주 일요일,있음
188897|429267,스시쿠마 본점,광주,,,"참치한접시, 쿠마초밥, 모듬초밥",광주 남구 대남대로 101,062-654-7676,11:00 - 22:00,매주 일요일,없음
188898|429268,스시타베루,광주,,,"타베루초밥, 참치 초밥, 참치초밥, 광어초밥",광주 서구 계수로77번길 5,062-373-1679,11:30 - 21:30,매주 일요일,없음
188899|429269,스시현,광주,,,"연어불초밥(10p), 참치초밥(10p), 참치초밥, 광어초밥",광주 북구 양산택지로 86,062-571-6182,11:30 - 22:00,없음,없음
188901,스와,광주,,,"나가사끼짬뽕, 연어사시미",광주 광산구 수완로52번길 46-3 1층 스와,062-412-5945,17:00 - 05:00,첫재 셋째 화요일,있음
188904|429274,스월브커피,광주,,,"말차라떼, 플랫화이트, 카페라떼",광주 북구 우치로126번길 13,010-8245-0999,11:00 - 22:00,없음,없음
188905,스위크,광주,,,"르뱅쿠키, 레터링케이크 1호",광주 북구 중문로9번길 71 1층 스위크,0502-1929-1223,12:00~20:00,매주 일요일,있음
188907|429277,스위트비어,광주,,,"Beer, 치킨, 맥주, 감자튀김",광주 광산구 소촌로152번길 1,062-941-9304,17:00 - 01:00,없음,있음
188908|429278,스위트살몬,광주,,,"생연어비빔밥, 연어포케샐러드, 연어장계란덮밥",광주 북구 반룡로27번길 28,062-515-1868,11:00 - 21:00,없음,없음
188909|429279,스위트살몬 운암점,광주,,,"생연어비빔밥, 깍둑 사케동, 연어장계란덮밥",광주 북구 서강로 62,062-511-3956,11:00 - 21:00,"매주 토요일, 일요일",없음
188913,스윗낭낭,광주,,,"스파이시 쉬림프 샐러드, 스파이시 쉬림프 샐러드 (기본)",광주 북구 하백로46번길 13 부림아파트 1차 상가동 203호,010-4933-8963,09:00 - 19:30/토:09:00 - 17:00,"매주 일요일, 넷째 토요일, 공휴일",없음
188914,스윗홈,광주,,,"토마토 아란치니, 마카롱",광주 북구 송해로58번길 13-3 102호,0507-1427-0177,11:00 - 22:00,"매주 월요일, 일요일",있음
188917|429286,스치울때,광주,,,"볏짚 구이 삼겹살, 수비드 돼지 맑은 탕, 갈비막창, 트러플 크림 뇨끼",광주 북구 면앙로6번길 49,010-9591-7391,17:00 - 02:00,매주 월요일,없음
188932|429300,스케치,광주,,,"Breve 브레브, 잠봉뵈르 베이글, 소금빵, 카이막",광주 동구 제봉로138번길 9-1,0507-1344-7539,10:00 - 23:00,없음,있음
188933|429301,스코트 커피,광주,,,"에스프레소, 아메리카노, 라떼, 플랫화이트",광주 동구 지산로 73,070-8860-4175,"08:00- 21:00/ 토, 일:12:00-19:00",,있음
188934,스콘스,광주,,,"수제 바닐라우유, 올리브치즈",광주 동구 동명로 41-2 1층 스콘스,0507-1388-3161,12:00 - 21:00,매주 월요일,있음
188936|429304,스쿠비,광주,35.125555555556,126.88027777778,"연어 샐러드, 분짜 샐러드",광주 서구 풍암중앙로 55,0507-1359-0828,"10:00 - 20:00/ 토, 일: 10:00 - 18:00",넷째 일요일,있음
188938|429306,스쿨푸드 딜리버리 광주상무점,광주,,,"스페셜마리Ⅰ, 스페셜마리Ⅱ, 쟁반국떡, 돼지목살김치찜",광주 서구 내방로161번길 11,062-375-1508,10:00 - 22:00,없음,없음
188939|429307,스쿨푸드 딜리버리 광주신창점,광주,,,"스페셜마리 Ⅰ, 스페셜마리 Ⅱ, 쟁반국떡, 돼지 왕구이 어부밥",광주 광산구 수완로50번길 44-9,062-956-1588,10:30 - 24:00,매주 수요일,있음
188940|429308,스퀘어,광주,,,"아이스 아메리카노, 에스프레소, 아메리카노, 카페라떼",광주 광산구 하완길 103,062-951-5557,10:00 - 22:00,없음,있음
188944,스타PC,광주,,,아메리카노,광주 서구 시청로 67 1층,0507-1346-3909,00:00 - 24:00,없음,있음
188949|424004,스타롱,광주,,,"마카롱, 르뱅쿠키",광주 광산구 풍영로101번안길 11 1층 스타롱,0507-1354-2372,10:00 - 22:00,매주 일요일,있음
188953|429321,스타벅스 광산수완점,광주,,,"우리 쑥 크림 프라푸치노 with 콜드 브루, 쿨 서머 캐모마일 블렌디드, 콜드 브루, 카페 모카",광주 광산구 장신로 134,1522-3232,07:00 - 22:00/일:07:00 - 21:00,매주 금요일,있음
188954|429322,스타벅스 광주동명점,광주,,,"우리 쑥 크림 프라푸치노 with 콜드 브루, 쿨 서머 캐모마일 블렌디드, 콜드 브루, 카페 모카",광주 동구 동명로 16,1522-3232,"08:00 - 22:00/토, 일:09:00 - 22:00",매주 금요일,있음
