poi_id,place,area,lat,lng,menu,address,phone,hours,closed_days,parking
184504,멕시카나치킨 흑석점,광주,,,"뿌리고치킨(매콤달콤한맛), 땡초치킨",광주 광산구 풍영로101번안길 6,062-955-0077,16:00 - 02:00,,없음
184505,멕시칸치킨 하남중앙점,광주,,,"닭강정, 순살 세트8",광주 광산구 산정로 25,0504-458-0198,14:00 - 02:00,매주 월요일,없음
184506,멕시칸라이브그릴 남구점,광주,,,"산체스 콤보파히타, 타코",광주 남구 용대로 155,062-400-0525,,,없음
184507,멕시칸라이브그릴 광주북구점,광주,,,"부리또, 퀘사디아",광주 북구 설죽로 419 114동 상가동 B106호,062-574-2345,,,없음
184509,멕시칸치킨 광주신안동,광주,,,"마늘양념치킨, 후라이드치킨",광주 북구 중흥로 74,062-511-8472,,,없음
184510,멕시칸치킨 용봉점,광주,,,"닭강정, 순살 후라이드",광주 북구 용주로30번길 69 1층,062-528-8999,11:00 - 02:00,,없음
184511,멘무샤 충장NC웨이브점,광주,,,"돈코츠라멘, 미소라멘",광주 동구 중앙로 163 9층,062-718-9597,11:00 - 22:00,없음,있음
184513,멘야마쯔리 상무점,광주,,,"화산라멘, 마제소바",광주 서구 시청로 57 1층 멘야마쯔리,062-382-1988,11:00 - 21:00,매주 월요일,있음
184514,멘타루,광주,,,"돈코츠라멘, 미소돈코츠라멘",광주 남구 제중로46번길 13 1층 멘타루,0507-1358-2289,11:00~17:00,"매주 월요일, 공휴일",없음
184515,멜로먼트,광주,,,"아메리카노, 바닐라빈라떼","광주 광산구 여대길 303 상가 103, 104호",062-952-5662,10:00~22:00,"둘째, 넷째 일요일",있음
184516,멜로쿠키,광주,,,"미니쿠키, 수제 크림치즈",광주 광산구 신창로35번길 93 멜로쿠키,0507-1477-6569,10:00 - 16:00/20:00,공휴일,있음
184517,멜리플루어스,광주,,,"모듬안주, 칵테일",광주 서구 상무오월로3번길 22 1층상가 Mellifluous,062-461-4555,19:00~02:00,매주 일요일,없음
184520,멜팅버터,광주,,,"아메리카노, 생딸기라떼",광주 북구 서양로 21 상가 1층,0507-1417-1050,12:00 - 20:00,매주 일요일,없음
184521,멜팅투나잇,광주,,,"페퍼로니피자, 이베리코 꽃목살 파스타",광주 남구 서문대로749번가길 20,062-413-6456,11:30 - 21:30,매주 일요일,없음
184522,면사무소,광주,,,"양장피, 해물덮밥",광주 남구 진다리로40번길 2,0504-0544-2614,09:00 - 21:00,,없음
184523,육전면사무소 광주쌍촌점,광주,,,"마약사골칼국수, 바지락칼국수",광주 서구 금호운천길 103 1층,0507-1433-1781,11:30 - 23:00,매주 일요일,없음
184524,면사무소,광주,,,"잔치국수, 매실비빔국수",광주 북구 우치로 182,062-265-2110,,,없음
184528|184541,명가원,광주,,,"명가원 맞찬, 명가원정식, 명가원 정식",광주 서구 상무시민로 97-5 서영빌딩,0507-1405-8816,11:00 - 21:30,,있음
184529,명가,광주,,,"한우 된장 샤브샤브, 생갈비 김치찜",광주 서구 내방로350번길 10,062-351-8988,11:00 - 15:00/21:00,"매주 일요일, 공휴일",없음
184530,명가왕족발,광주,,,"전통족발 앞족, 반반세트",광주 북구 하서로 421,0504-2015-1459,12:00~24:00,없음,없음
184531,명가나주곰탕,광주,,,곰탕,광주 남구 봉선1로 114,0507-1381-6267,09:30 - 21:00,,없음
184532,명가네도시락,광주,,,도시락,광주 광산구 신창로33번길 21-10,062-959-2060,10:00 - 12:00,,없음
184534,명가돌솥설렁탕명가2호점,광주,,,"돌솥설렁탕, 명가설렁탕",광주 서구 상무화원로32번길 9,062-372-8255,09:00 - 24:00,,없음
184535,명가맛닭,광주,,,"유황백숙, 닭도리탕",광주 광산구 단전2길 10,062-954-6150,,,없음
184536|184538,명가바지락칼국수,광주,,,"칼국수, 만두",광주 북구 문화소통로 254-1,062-251-4455,,,없음
184537,명가포차생태한마리,광주,,,동태한마리,광주 서구 내방마을2길 3,062-376-8007,11:00 - 22:00,매주 일요일,없음
184539,명가원,광주,,,"메기 매운탕, 우럭탕",광주 남구 중앙로 34-1,062-352-8800,,,없음
184542,명가원쟁반짜장,광주,,,"백 짬뽕, 물없는 짬짜면",광주 광산구 금봉로 99,062-944-9440,10:00 - 21:00,,없음
184543,명가팥죽,광주,,,"팥죽, 바지락칼국수",광주 북구 북문대로242번길 9,062-515-8680,,,없음
184545,명가홍식당,광주,,,"한우생고기, 순두부백반",광주 서구 경열로14번길 3,062-365-3388,,,없음
184546|424981,명당,광주,35.1488901,126.92318469972,"된장수육과 갓김치, 차돌박이전골, 된장수육",광주 동구 장동로 9-1,010-7463-5432,18:00 - 03:00/04:00,없음,없음
184547,명대패 쌍촌,광주,,,"옛날 삼겹살, 명대패",광주 서구 상일로 8-1,062-372-0880,11:30/16:00 - 23:00,매주 일요일,없음
184548,명덕식당,광주,,,설렁탕,광주 동구 중앙로196번길 17,062-222-0517,11:30 - 21:00,,없음
184551,명동보쌈국수 첨단점,광주,,,"보쌈, 국수",광주 광산구 임방울대로800번길 78,0504-2015-0468,11:30 - 22:00,매주 일요일,없음
184552,명동아구찜,광주,,,,광주 서구 화운로23번길 12-6,0504-0999-0299,11:00 - 23:00,,없음
184553,명동우리만두,광주,,,"고기만두(10개), 김치만두(10개)",광주 광산구 송도로 155,062-945-5050,11:00 - 21:00,,없음
184554|424989,명동찌개마을,광주,35.174657899722,126.9269498,"양푼돼지김치찌개(2~3인분), 양푼돼지김치찌개, 양푼동태탕",광주 북구 동문대로134번길 4,0507-1326-8852,10:30/11:00 - 22:00,매주 일요일,없음
184555,명동칼국수 롯데마트첨단점,광주,,,"명동칼국수, 물메밀칼국수",광주 광산구 첨단강변로99번길 22,0507-1376-5015,11:00 - 20:30,격주 일요일,있음
184556|424991,명랑핫도그 광주송정역점,광주,35.1373253961418,126.792667531845,"마라로제 떡볶이, 크림 떡볶이, 모짜체다 핫도그, 통모짜 핫도그",광주 광산구 광산로 2-4,062-412-9009,,,없음
184557,명랑핫도그 광주문흥점,광주,,,"마라로제 떡볶이, 크림 떡볶이",광주 북구 문산로 30-1 중흥아파트,062-262-1665,,,없음
184558,명랑핫도그 광주일곡점,광주,,,"마라로제 떡볶이, 크림치즈 핫도그",광주 북구 설죽로 503 1층 105호,0507-1415-1665,10:00~23:00,없음,있음
184560,명랑핫도그 월곡점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 광산구 사암로 252,0504-0544-1376,12:00 - 22:00,,없음
184561,명랑핫도그 광주상무1호점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 서구 시청로 27 명랑핫도그,062-374-2015,10:00/11:00 - 20:00,격주 일요일,없음
184562,명랑핫도그 화정힐스테이트점,광주,,,"명랑핫도그, (New)마라로제떡볶이",광주 서구 화정로 256,062-366-8596,11:30 - 21:00,격주 일요일,없음
184563,명랑핫도그 금호점,광주,,,"마라로제 떡볶이, 크림 떡볶이",광주 서구 운천로 27-1,062-373-8851,11:30/12:30 - 22:00,,없음
184564,명랑핫도그 광주첨단1호점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 북구 첨단연신로107번길 29,0507-1401-8031,11:00 - 22:00,,없음
184565|184571,명랑핫도그 용봉점,광주,,,"마라로제 떡볶이, 크림 떡볶이",광주 북구 용봉택지로 38,062-512-7009,11:00 - 22:30,,없음
184566,명랑핫도그 소촌점,광주,,,"마라로제 떡볶이, 크림 떡볶이",광주 광산구 소촌로152번길 30,062-941-4574,11:00 - 21:30,,있음
184567,명랑핫도그 용봉동북부경찰서점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 북구 서하로 156,0507-1429-3029,10:30 - 22:30,,있음
184568,명랑핫도그 광주진월점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 남구 서문대로 713,0507-1420-5576,10:30 - 22:30,,없음
184569,명랑핫도그 광주두암점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 동구 밤실로 154,0507-1433-7896,11:00 - 22:40,,없음
184570,명랑핫도그 광주 수완점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 광산구 임방울대로 335,062-962-7886,11:00 - 22:30,,없음
184572,명랑핫도그 충장로점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 동구 충장로 94-9,062-716-0390,11:00 - 23:00,,없음
184573,명랑핫도그 광주운암점,광주,,,"소스보따리, 마라로제떡볶이",광주 북구 서강로 94 1층 103호,062-531-0135,11:00~18:00/22:00,,없음
184574,명랑핫도그 광주학동점,광주,,,"마라로제 떡볶이, 크림 떡볶이",광주 동구 남문로 671 1층 명랑핫도그,062-223-9575,11:00/12:00 - 21:00/22:00,,없음
184576,명랑핫도그 봉선점,광주,,,"명랑 핫도그, 통 모짜 핫도그",광주 남구 봉선중앙로 15,062-655-9482,11:00 - 22:00/23:00,격주 일요일,없음
184577,명랑핫도그 신가점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 광산구 수등로 245,062-959-8280,12:00 - 22:30,,없음
184578,명랑핫도그 신창점,광주,,,"마라로제 떡볶이, 크림 떡볶이",광주 광산구 신창로 74,0507-1322-0067,11:00 - 21:30,,없음
184579,명랑핫도그 광주첨단2호점,광주,,,"(New)마라로제 떡볶이, (New)크림 떡볶이",광주 광산구 월계로 195,062-971-8530,11:00 - 22:00,,없음
184580,명루관,광주,,,"찹쌀탕수육, 짬짜장(비벼먹는짬짜면)",광주 동구 필문대로192번길 21,0504-0544-8255,09:00 - 21:00,,없음
184581,명륜진사갈비 광주금호점,광주,,,"숯불돼지갈비, 돼지껍데기",광주 서구 풍금로171번길 8-1,062-676-5551,12:00~21:30,,있음
184582,명륜진사갈비 광주송정점,광주,,,"숯불돼지갈비, 후식냉면",광주 광산구 송정로39번길 2,0507-1354-3822,12:00/16:30~22:00,없음,있음
184583,명륜진사갈비 광주양산점,광주,,,"숯불돼지갈비, 소갈비살",광주 북구 양산로 33,0507-1490-2027,16:00~23:00,매주 월요일,있음
184584,명륜진사갈비 용봉점,광주,,,"돼지갈비, 물냉면",광주 북구 저불로 30,0507-1389-1600,12:00/16:00~23:00,,있음
184585,명륜진사갈비 광주운암점,광주,,,"숯불돼지갈비, 계란찜",광주 북구 황계로55번길 34,0507-1376-9277,17:30~24:00,없음,없음
184586,명륜진사갈비 광주첨단1지구점,광주,,,"돼지갈비, 냉면",광주 광산구 임방울대로826번길 69,062-971-1601,16:00/17:00~22:00,매주 목요일,있음
184587,명륜진사갈비 광주수완점,광주,,,"무한리필 숯불돼지갈비, 돼지껍데기",광주 광산구 수완로49번길 36,0507-1373-6330,11:00 - 23:00,,없음
184588,명마족,광주,,,"족발, 보쌈",광주 서구 화개1로79번길 3 103호,062-655-0511,12:00 - 23:59,매주 화요일,있음
184590,명봉식당,광주,,,"김치찌개, 조기매운탕",광주 북구 삼정로3번길 51,062-262-5880,,,없음
184592,명불허전하하주,광주,,,"모듬전(3~4인분), 꿀맛 삼합전(2~3인분)",광주 서구 내방로 208-1 명불허전하하주,062-945-9295,16:00 - 02:00,매주 일요일,없음
184594,고기장터명산 운남점,광주,,,"소갈비살, 돼지막창",광주 광산구 목련로153번안길 46-5,062-955-9255,,,없음
184596,명성식당,광주,,,백반,광주 동구 중앙로 261-1,062-224-7871,,,없음
184597,명성계절한정식,광주,,,"점심특선, 굴비정식",광주 서구 상무대로 722,062-384-9797,10:00 - 22:00,,없음
184598,명성능이버섯백숙,광주,,,"능이버섯 닭볶음탕, 오리로스구이",광주 광산구 도산로9번길 12 1층 명성능이버섯백숙,062-446-0822,11:00 - 21:30,매주 일요일,있음
184601,명성식당,광주,,,"청국장, 백숙",광주 동구 밤실로20번길 21-1,062-227-9440,,,없음
184603,명송생복집,광주,,,"코스, 활어복",광주 서구 치평로 124 케이원오피스타운,062-452-3355,09:00 - 21:30,없음,있음
184611,명인만두광주하남점,광주,,,"만두칼국수, 얼큰떡만두국",광주 광산구 사암로216번길 38-6,062-952-7787,10:30~20:45,,없음
184619,명인면옥 효천점,광주,,,"숯불물냉면, 숯불비빔냉면",광주 남구 임암길 288,062-676-0003,11:00~21:00,,있음
184620,명인면옥 수완점,광주,,,"육삼물냉면, 육삼비빔냉면",광주 광산구 왕버들로 39,0507-1427-6077,11:00 - 21:00,,있음
184629,명지원,광주,,,"생삼겹살, 돼지갈비",광주 동구 구성로 252,062-227-3565,09:30 - 22:00,없음,없음
184630,명지원명가,광주,,,"명지원 한우 갈비살, 명지원 한우 생고기비빔밥",광주 서구 운천로 237 명지빌,062-383-7599,11:30 - 21:30,,있음
184631,명지회관,광주,,,"흑돼지오겹살, 3미리삼겹","광주 광산구 풍영철길로 15 131-1,2 132호",0507-1430-3339,11:30 - 22:00,매주 일요일,없음
184632,명지회관,광주,,,"제주 오겹살, 제주 두텁오겹살",광주 광산구 임방울대로826번길 42 포플레이 6층 502호,010-4464-1333,17:00 - 23:59,,없음
184633,명지회관,광주,,,"제주오겹살, 눈꽃목살스테이크",광주 남구 효우2로26번길 7 백두타위 명지회관1층,0507-1345-3392,16:30 - 23:59,,없음
184634,명진식당,광주,,,"찌개백반, 매운탕",광주 북구 금녕길 18-1,062-267-7108,13:00 - 20:00,,없음
184637,명탐정보드게임카페,광주,,,"아메리카노, 라떼",광주 동구 중앙로160번길 31-12 2층 명탐정보드게임카페,070-8767-8588,11:30/12:00 - 23:50,,없음
184638,명태어장 임동점,광주,,,"매콤명태조림, 돌김게장정식",광주 북구 자동차로 31,0507-1375-1300,10:00~22:00,없음,있음
184639,진짜배기 명태촌 광주풍암점,광주,,,없음,광주 서구 풍암신흥로 20,062-673-6700,11:00 - 22:00,,없음
184641,명품하남초밥,광주,,,"하남초밥(10P), 특하남초밥(10P)",광주 광산구 용아로 403 명품하남초밥,0507-1447-1521,11:00 - 24:00,매주 월요일,있음
184642,명품가마솥소머리국밥,광주,,,"소머리국밥, 소양국밥",광주 서구 풍금로 22 명품가마솥소머리국밥,062-682-6468,09:00 - 15:00/22:00,,있음
184643,명품관,광주,,,"생고기, 육회",광주 광산구 하남대로261번길 10,062-952-9377,11:00 - 22:00,,없음
184645,명품나주곰탕,광주,,,"곰탕, 설렁탕",광주 광산구 임방울대로825번길 73,062-973-0045,,,없음
184648|425082,명품상무팥죽 상무본점,광주,35.145833333333,126.8425,"명품 팥칼국수, 명품 바지락칼국수",광주 서구 마륵로 100,062-385-5711,11:00 - 20:00,,있음
184649,명품상무팥죽 두암점,광주,,,"명품 동지죽, 명품 호박죽",광주 동구 갈마로 50,0507-1336-5711,10:00 - 20:30,,없음
184650,명품상무팥죽,광주,,,"명품 팥죽, 팥칼국수",광주 동구 독립로 268 롯데백화점 광주점 지하1층,062-221-0011,,,있음
184651,명품상무팥죽 하남점,광주,,,"명품 손왕만두(4개), 명품 동지죽",광주 광산구 용아로400번길 30 피크닉몰 1107호,062-716-3303,11:00 - 20:30,,있음
184652,명품수산,광주,,,"특가)완도자연산일반모듬(회+샐러드+초무침+튀김)(소), 특가)완도자연산일반모듬(회+샐러드+초무침+튀김)(중)",광주 서구 화정로 259 1층 109호,0507-1466-0427,15:00 - 02:00,,있음
184653,명품연탄돈구이,광주,,,"대표메뉴 숙성벌집삼겹살, 대표메뉴 숙성돈토마호크",광주 광산구 하남대로54번안길 17 1층,0507-1390-1192,16:00 - 02:00,,없음
184654,명품왕만두앤찐빵,광주,,,"고기왕만두, 왕찐빵",광주 광산구 목련로 80,062-433-2122,11:00 - 22:30,격주 일요일,없음
184655,명품웃거리왕족발,광주,,,"보쌈, 족발",광주 광산구 소촌로 14,062-945-0959,16:00 - 22:00,매주 일요일,없음
184656,명품축산,광주,,,양념돼지갈비,광주 북구 평교로 8 1층 명품축산,0507-1336-5842,10:00 - 22:00,,없음
184657,명품코끼리식당,광주,,,"김치찌개, 된장찌개",광주 서구 군분2로5번길 2-1 1층,0507-1495-9898,11:00 - 22:00,,없음
184658,명품통닭 본촌점,광주,,,"통한마리, 조각후라이드",광주 북구 양산택지로 105 1층 명품통닭,0507-1362-9511,14:00 - 24:00,,없음
184661,명화네전집,광주,,,"모듬전, 홍어삼합",광주 북구 양산택지로 60-8 1층,0507-1434-2302,16:00 - 24:00,매주 일요일,없음
184662,명화식육식당,광주,,,애호박 국밥,광주 광산구 평동로 421,062-943-7760,11:00 - 21:00,매주 일요일,없음
184664,명회루,광주,,,"짜장면, 짬뽕",광주 광산구 목련로153번안길 54-7,062-959-1442,,,없음
184666,명희네분식,광주,,,"김떡튀(김말이3) SET, 참치김밥",광주 광산구 수등로 246,062-951-9900,,,없음
184667,모고커피앤베이크,광주,,,"모고크림라떼, 바닐라빈라떼",광주 서구 계수로52번길 1 1층,0507-1367-9562,10:00 - 21:00,매주 일요일,없음
184668,모구모구,광주,,,"스키야끼 모쯔나베 카모나베 오뎅나베, 부타가쿠니(통삼겹찜)",광주 동구 서석로7번길 6-10 2동 2층 201호 모구모구,0507-1335-9864,17:00 - 01:00,,없음
184669,모꼬지,광주,,,"광어한접시, 도미한접시",광주 서구 상무대로868번길 21-1,010-9201-5869,17:30 - 02:00,,없음
184670,모나,광주,,,"아메리카노, 딸기라떼",광주 서구 상무오월로3번길 28-1 1층 (광주광역시 서구 쌍촌동 1273-13),0507-1496-5420,09:00 - 22:00,,있음
184672,모네커피,광주,,,"샌드위치, 아메리카노",광주 서구 금화로 283 스타빌딩 1층,062-371-7235,09:00~23:00,없음,있음
184676,모노라보르,광주,,,"애플크럼블, 아몬드크림라떼",광주 북구 일곡마을로 148 2F,0507-1368-2501,12:00~21:00,매주 월요일,있음
184677,모노바스,광주,,,"차돌짬뽕, 삼선우동",광주 남구 봉선로 205,062-672-2299,11:30 - 21:30,,있음
184678,모닝콜러,광주,,,"파스트라미 샌드위치, 베이컨 크로와상 샌드위치",광주 광산구 수완로9번길 39-9 아름파크1층 모닝콜러,0507-1417-0114,10:00 - 20:00,매주 월요일,있음
184681,모던갤러리,광주,,,"소고기 짬뽕탕, 진소갈비찜",광주 남구 경열로76번길 3,010-5619-3883,17:30 - 01:00,매주 수요일,없음
184683,모던타임즈,광주,,,"생과일쥬스, 도라지즙",광주 동구 제봉로200번길 1-7,062-222-5518,,,없음
184685,모도 다시오다,광주,,,"구름스무디, 인절미팥크로플",광주 서구 상무민주로76번길 8 1층,0507-1340-5322,11:00~04:00,,없음
184686,모도리,광주,,,"토마토카프레제, 백합탕",광주 서구 상무대로868번길 10 1층,0507-1320-6068,18:00 - 03:00,매주 월요일,없음
184687,모도리보쌈,광주,,,"모도리 모둠보쌈, 모도리 육쌈",광주 동구 동계로 38 상가동 모도리보쌈족발,0504-0999-1404,11:00 - 04:00,,없음
184688,모도리보쌈족발,광주,,,"족발, 보쌈",광주 서구 화운로220번길 14,062-352-7779,,,없음
184689,모도리보쌈족발 양산점,광주,,,"모둠보쌈, 족발",광주 북구 연양로7번길 53,0507-1458-3413,11:00~02:00,,없음
184690,모두가,광주,,,"고기교자, 매콤교자",광주 동구 동계천로 171 1층,010-2041-3800,11:00 - 21:00,매주 화요일,없음
184691,모두랑하우스,광주,,,"제육볶음, 김치찌개",광주 북구 설죽로214번길 104,062-512-3563,,,없음
184692,모두랑,광주,,,"백숙, 낚지볶음",광주 북구 대자실로 14,062-511-7787,,,없음
184694,모두의곱창 광주서구점,광주,,,"직화 야채곱창, 훈제 마늘막창",광주 서구 화정로 106-17 백일대주아파트 상가,0507-1388-7972,17:00~24:00,매주 월요일,없음
184695,모두의곱창 광주광산점,광주,,,"곱창, 막창",광주 광산구 왕버들로252번길 46 상가 103호,0508-8186-1101,,,없음
184696,모두의김밥,광주,,,"모두김밥, 치즈김밥",광주 북구 양산택지로 120,062-575-1736,,,없음
184701,모드니,광주,,,"아메리카노, 곡물우유",광주 동구 동명로14번길 19 1층,010-2320-5005,12:00 - 19:00,매주 화요일,없음
184704,모든튀김,광주,,,"후라이드치킨, 양념치킨",광주 서구 매월2로 53,062-603-0005,,,없음
184709,모란창평국밥,광주,,,"내장국밥, 머리국밥",광주 동구 성촌길 21 모란창평국밥,062-433-9898,09:00 - 21:00,,있음
184710,모랑고 카페,광주,,,"네스프레소 커피, 디저트",광주 북구 고운로 42,0507-1442-1444,08:00~22:00,,없음
184711,모랑과자점,광주,,,"아메리카노, 바닐라빈마들렌",광주 북구 자라봉로 33-1 상가 1층 모랑과자점,0507-1343-2362,10:00 - 19:00,"매주 일요일, 월요일",없음
184713,모려담월곡점,광주,,,"황태떡국, 굴국밥",광주 광산구 월곡로 37,062-956-6636,,,없음
184714,모리사코,광주,,,"Signatures, latte",광주 북구 용봉로28번길 2,0507-1314-2818,11:00/12:00~20:00,매주 토요일,없음
184715,모리셔스브라운 광주신창점,광주,,,"모리셔스브라운 밀크티, 피치 플레시 에이드",광주 광산구 장신로 255 호연빌딩 101호,062-956-7008,08:00/09:00 - 23:00,,없음
184716,모리화,광주,,,,광주 서구 풍금로 31-1,062-652-8552,10:00/11:00 - 21:00,,없음
184717,모링,광주,,,"바닐라라떼, 레몬타르트",광주 남구 백운로5번길 43 1층,0507-1498-5789,12:00~21:00,매주 화요일,없음
184718,카페 모먼트,광주,,,"크로플, 아메리카노",광주 광산구 평동로766번길 12,0507-1310-5266,09:00~16:00/16:30,매주 일요일,있음
184719,모모,광주,,,"광어&명란구이, 모듬사시미",광주 광산구 임방울대로826번길 42 1~2층 108호,0507-1338-5678,17:00 - 03:00,,있음
184720,모모101,광주,,,핫도그,광주 서구 상무버들로 45 상가 101호 디저트,0507-1365-9939,12:00/13:00 - 18:00/20:00,,없음
184721,모모닭강정 도산점,광주,,,"닭강정(대), 닭강정(중)",광주 광산구 송도로182번길 16-3,062-945-5799,14:00 - 22:00,매주 일요일,없음
184724,모모스테이크 충장점,광주,,,"토시살스테이크, 삼겹스테이크",광주 동구 중앙로160번길 31-2 2층 모모스테이크 충장점,062-224-2800,11:00~21:30,없음,없음
184725,모모야 광주첨단점,광주,,,"히레카츠, 로스카츠",광주 광산구 임방울대로826번길 47 더시너지 첨단 1층 모모야,062-972-5878,11:00 - 21:30,,있음
184727,모모정 광주유스퀘어점,광주,,,"화로구이 정식, 나가사끼 홍우동",광주 서구 무진대로 904,062-366-4541,,,있음
184728,모모코코,광주,,,"시그니처밀크티, 타로밀크티",광주 동구 서석로85번길 8-8 대의동 30-1,0507-1456-7739,09:30~17:00/20:00,"매주 일요일, 공휴일",있음
184729,모미지,광주,,,"모미지 모듬회, 생연어 사시미",광주 서구 풍암2로53번길 4-1 1층모미지,062-671-9922,17:00 - 23:00,매주 일요일,없음
184730,모밀맨 광주월산동,광주,,,"모밀국수, 오새모밀",광주 남구 군분로109번길 9 1층모밀맨,0507-1395-0516,11:30 - 21:00,매주 일요일,없음
184731,모밀촌,광주,,,"온모밀, 마른모밀",광주 서구 풍암순환로128번길 79,062-671-2005,11:30 - 20:30,없음,없음
184732,모밀하우스 광주용봉동,광주,,,"온모밀국수, 냉마른모밀",광주 북구 설죽로 305 모밀하우스,062-573-7033,11:00 - 21:00,,있음
184734,모소,광주,,,"샤브샤브, 스키야키",광주 북구 동운로201번길 13-8 1층 모소 샤브샤브 스키야키,0507-1356-1865,11:30 - 22:00,매주 월요일,있음
184736,모스케이크,광주,,,"주문케이크, 크림도넛",광주 서구 상무대로876번길 13 1층 모스케이크,0507-1407-0099,,매주 월요일,없음
184737,모스크바,광주,,,"술, 안주",광주 광산구 첨단중앙로106번길 50,062-972-2128,,,없음
184738,모아매력한우명품관,광주,,,"비빔밥, 애호박찌개",광주 서구 금화로 240,062-682-3399,,,없음
184739,모아순대국밥,광주,,,"암뽕순대국밥, 모듬국밥",광주 남구 용대로 145 상가 3동 1층 112호,062-674-4940,11:00 - 21:30,매주 월요일,있음
184740|425170,모아식육식당,광주,35.152166399722,126.79361149972,"토시살, 안창살",광주 광산구 소촌로86번길 5,062-945-6577,,,없음
184741,모아원조국밥,광주,,,"옛날국밥, 머리국밥",광주 남구 봉선중앙로47번길 10,062-652-9879,,,없음
184742,모아원조국밥,광주,,,"머리국밥, 순대국밥",광주 동구 학소로86번길 2,062-234-0510,09:30 - 22:30,,없음
184744,모앗인커뉴,광주,,,"Brewing, CaffeVanilla",광주 동구 백서로 211 동구 서석동 12-5번지 1층,0507-1329-9038,12:00~21:30,"매주 화요일, 공휴일",없음
184747,모어레스 송정점,광주,,,"자몽에이드, 패션망고 에이드",광주 광산구 송정로 15 1층 모어레스카페,010-2267-1190,08:00~22:00,없음,있음
184748,모어레스 양림,광주,,,"아메리카노, 카페라떼","광주 남구 백서로 76 아크레타양림 1층, Moreless cafe",070-7543-6066,09:00 - 22:00,,있음
184749,모어레스 전대점,광주,,,"망고바나나스무디, 히비스커스에이드",광주 북구 우치로 118 Moreless cafe 1층,070-8691-4557,08:00 - 22:00,,없음
184750,모와분식식당,광주,,,"김밥, 라면",광주 광산구 고봉로 821,062-952-8970,,,없음
184751,모이세,광주,,,"생오겹살, 소갈비살",광주 서구 운천로184번길 7,062-373-8250,,,없음
184752,모이세분식,광주,,,백반,광주 북구 무등로 239,062-522-2002,,,없음
184753,모정,광주,,,"생오리로스, 오리탕",광주 북구 오문로 236,062-261-5279,11:30 - 21:30,매주 일요일,없음
184754,모정,광주,,,"갈치구이, 고등어구이",광주 광산구 임방울대로216번길 8,062-954-5199,,,없음
184755,모카디벨로,광주,,,"아메리카노, 카페라떼",광주 남구 금화로374번안길 1,062-367-3402,10:00 - 23:00,,없음
184757|420356,모토이시 금호점,광주,35.1326996,126.85812249972,"특상업진살, 소꼬리소금구이",광주 서구 금화로85번길 4-6,0507-1322-7436,17:00 - 02:00,,있음
184758,모토이시 첨단점,광주,,,"양념업진살, 특진갈비",광주 북구 첨단연신로91번길 20-5,0507-1317-7436,17:00 - 02:00/02:30,,있음
184759,모토이시수완점,광주,,,"특상업진살, 늑간살",광주 광산구 수완로 70 1층 모토이시 수완점,0507-1344-7436,17:00 -  02:00,,없음
184760,모퉁이포차,광주,,,"생삼겹, 생오리구이 한마리",광주 북구 대천로157번길 2,062-269-2221,,,없음
184761,모퉁이,광주,,,"아메리카노, 비엔타커피",광주 북구 군왕로 94,062-263-5032,,,없음
184762,모퉁이집,광주,,,"멸치국수, 열무비빔국수",광주 북구 호동로 28-1 2층 모퉁이집,070-4038-2714,11:00 - 19:30/20:00,매주 일요일,없음
184763,모퉁이카페,광주,,,커피,광주 서구 군분로119번길 12 1층,0507-1327-0116,12:00 - 22:00,,없음
184764,모퉁이회포차,광주,,,"생선회, 고등어구이",광주 남구 광복마을7길 14,062-651-7771,,,없음
184765,모티프,광주,,,"풍기트러플크림파스타, 고추장크림파스타",광주 서구 금화로 54 7층 모티프,062-653-2242,11:00/15:00 - 17:00/22:00,,있음
184766,모티프,광주,,,수박주스,광주 서구 상무화원로17번길 2,062-371-2708,10:00/12:00 - 18:00/21:00,매주 일요일,있음
184768,모후산흑염소,광주,,,"흑염소탕, 흑염소수육",광주 북구 송월로 1,062-252-4054,,,없음
184769,목구멍 광주상무점,광주,,,"미박삼겹살, 특목살",광주 서구 시청로60번길 17-7 1층,0507-1398-1400,16:00 - 24:00,없음,있음
184770,목담 미술관,광주,,,수제 요거트,광주 서구 개산길 29-1,0507-1312-9298,12:00 - 18:00,,없음
184771,목돈옥,광주,,,"한근, 커플세트",광주 남구 수박등로5번길 23 1층,062-470-0606,17:00~23:00,"매주 일요일, 공휴일",없음
184772,목동모밀,광주,,,"모밀국수, 유부모밀국수",광주 북구 비엔날레로 109-1,062-515-1216,,,없음
184773,목동모밀 백운점,광주,,,"모밀, 돈까스",광주 남구 독립로 8,062-653-1216,,,있음
184774,목동모밀 주월점,광주,,,"모밀온면, 모밀유부면",광주 남구 서문대로749번길 16,062-655-8383,11:00~20:00,,없음
